"Address","Content Type","Status Code","Status","Indexability","Indexability Status","Title 1","Title 1 Length","Title 1 Pixel Width","Meta Description 1","Meta Description 1 Length","Meta Description 1 Pixel Width","Meta Keywords 1","Meta Keywords 1 Length","H1-1","H1-1 Length","H2-1","H2-1 Length","H2-2","H2-2 Length","Meta Robots 1","X-Robots-Tag 1","Meta Refresh 1","Canonical Link Element 1","rel=""next"" 1","rel=""prev"" 1","HTTP rel=""next"" 1","HTTP rel=""prev"" 1","amphtml Link Element","Size (bytes)","Transferred (bytes)","Total Transferred (bytes)","CO2 (mg)","Carbon Rating","Word Count","Sentence Count","Average Words Per Sentence","Flesch Reading Ease Score","Readability","Text Ratio","Crawl Depth","Folder Depth","Link Score","Inlinks","Unique Inlinks","Unique JS Inlinks","% of Total","Outlinks","Unique Outlinks","Unique JS Outlinks","External Outlinks","Unique External Outlinks","Unique External JS Outlinks","Closest Near Duplicate Match","No. Near Duplicates","Spelling Errors","Grammar Errors","Hash","Response Time","Last Modified","Redirect URL","Redirect Type","Cookies","Language","HTTP Version","Mobile Alternate Link","Closest Semantically Similar Address","Semantic Similarity Score","No. Semantically Similar","Semantic Relevance Score","URL Encoded Address","Crawl Timestamp"
"https://vacationdeals.to/","text/html; charset=utf-8","200","OK","Indexable","","379+ Vacation Deals from $49 | VacationDeals.to","47","433","Vacation deals from 29 resort brands starting at $49. Compare 379+ resort deals and travel deals across 84+ destinations.","121","758","","0","The Best Vacation Deals from Top Resorts","40","Featured Deals","14","Popular Destinations","20","index, follow","","","","","","","","","174116","37308","37308","14.292","","1059","165","6.418","100.000","Very Easy","3.928","0","0","","3037","1444","0","100.000","92","52","0","0","0","0","","","","","ff8fe82f60d0e7ccaeea76b1983abdaa","0.318","","","","","en","1.1","","","","","","https://vacationdeals.to/","2026-04-21 21:14:53"
"https://vacationdeals.to/resort-roulette","text/html; charset=utf-8","200","OK","Indexable","","Resort Roulette — Spin to Win a Random Vacation Deal | VacationDeals.to","71","648","Spin the wheel and discover a random vacation deal. Real scraped vacpacks from 40+ brands. Every spin reveals a new resort, destination, and price.","147","918","","0","Resort Roulette","15","How Resort Roulette Works","25","","0","index, follow","","","https://vacationdeals.to/resort-roulette","","","","","","95852","19428","19428","7.442","","533","53","10.057","100.000","Very Easy","3.760","1","0","","1446","1444","0","100.000","69","42","0","0","0","0","","","","","b52ed004e0e3ac73f840723ed5df60c","0.404","","","","","en","1.1","","","","","","https://vacationdeals.to/resort-roulette","2026-04-21 21:14:55"
"https://vacationdeals.to/hgv","text/html; charset=utf-8","200","OK","Indexable","","Hilton Grand Vacations Vacation Deals | VacationDeals.to","56","507","Vacation deals from Hilton Grand Vacations. Compare resort deals, prices, and destinations. Vacation deals from Hilton Grand Vacations.","135","847","","0","Hilton Grand Vacations","22","About Hilton Grand Vacations","28","Frequently Asked Questions","26","index, follow","","","https://vacationdeals.to/hgv","","","","","","140832","32443","32443","12.428","","1135","135","8.407","89.253","Easy","5.552","1","0","","1582","1444","0","100.000","91","59","0","0","0","0","","","","","2280259a2ced52d38fc01b6d572d3066","0.404","","","","","en","1.1","","","","","","https://vacationdeals.to/hgv","2026-04-21 21:14:55"
"https://vacationdeals.to/brands","text/html; charset=utf-8","200","OK","Indexable","","Vacation Deal Brands — 29 Brands, 379 Deals | VacationDeals.to","62","567","Vacation deals from 29 brands with 379 active resort deals. Browse deals from Westgate, Hilton Grand Vacations, Marriott, Wyndham, and more.","140","892","","0","Vacation Deal Brands","20","Westgate Reservations","21","Monster Reservations Group","26","index, follow","","","https://vacationdeals.to/brands","","","","","","157869","34033","34033","13.037","","722","122","5.918","100.000","Very Easy","3.068","1","0","","3434","1444","0","100.000","98","68","0","0","0","0","","","","","ca35df44a11b30d120edae4de89baf91","0.396","","","","","en","1.1","","","","","","https://vacationdeals.to/brands","2026-04-21 21:14:55"
"https://vacationdeals.to/hyatt","text/html; charset=utf-8","200","OK","Indexable","","Hyatt Vacation Club Vacation Deals from $100 | VacationDeals.to","63","575","9 Hyatt Vacation Club vacation deals from $100. Browse resort deals in Bonita Springs, Branson, Cabo San Lucas, Key West, and more.","131","831","","0","Hyatt Vacation Club","19","About Hyatt Vacation Club","25","Compare Other Vacation Deal Brands","34","index, follow","","","https://vacationdeals.to/hyatt","","","","","","158172","33684","33684","12.904","","1028","130","7.908","100.000","Very Easy","4.175","1","0","","43","43","0","2.980","99","66","0","0","0","0","","","","","ff6432c103051772db3b2b6426fb48f1","0.170","","","","","en","1.1","","","","","","https://vacationdeals.to/hyatt","2026-04-21 21:14:55"
"https://vacationdeals.to/marriott","text/html; charset=utf-8","200","OK","Indexable","","Marriott Vacation Club Vacation Deals from $299 | VacationDeals.to","66","599","9 Marriott Vacation Club vacation deals from $299. Browse resort deals in Florida, Las Vegas, Oahu, Orlando, and more.","118","735","","0","Marriott Vacation Club","22","About Marriott Vacation Club","28","Frequently Asked Questions","26","index, follow","","","https://vacationdeals.to/marriott","","","","","","187797","41772","41772","16.002","","1433","208","6.889","84.248","Easy","5.245","1","0","","1707","1444","0","100.000","99","67","0","0","0","0","","","","","15385196d2272a3a3554af3f367f5732","0.396","","","","","en","1.1","","","","","","https://vacationdeals.to/marriott","2026-04-21 21:14:55"
"https://vacationdeals.to/deals/westgate-branson-3-night-59","text/html; charset=utf-8","200","OK","Indexable","","4 Days 3 Nights at Westgate Branson — 3N from $59 | VacationDeals.to","68","629","Book a 3-night vacation deal at 4 Days 3 Nights at Westgate Branson Woods Resort in Branson, MO for just $59. Save 90% off the $589 retail price. Compare resort deals at VacationDeals.to.","187","1171","","0","4 Days 3 Nights at Westgate Branson Woods Resort","48","What's Included","15","Frequently Asked Questions About This Branson Deal","50","index, follow","","","https://vacationdeals.to/deals/westgate-branson-3-night-59","","","","","","162003","37778","37778","14.472","","1405","171","8.216","87.281","Easy","5.683","1","1","","2918","1435","0","99.380","76","44","0","1","1","0","","","","","804af3904d0743862746cfb147330d14","0.128","","","","","en","1.1","","","","","","https://vacationdeals.to/deals/westgate-branson-3-night-59","2026-04-21 21:14:57"
"https://vacationdeals.to/deals/westgate-events-branson-3-night-49.00","text/html; charset=utf-8","200","OK","Indexable","","Discount 2026 Westgate Branson Woods Resort Branson Vac... | VacationDeals.to","77","725","Discount 2026 Westgate Branson Woods Resort Branson Vacation Package — A Weekend in Branson vacation package: Three-night stay at Branson Woods Resort + $100 visa gift card to spend during your stay + spacious accommodations in the ozark mountains. $49 per couple (90% off $499 retail). Compare event deals at VacationDeals.to.","327","2125","","0","Discount 2026 Westgate Branson Woods Resort Branson Vacation Package — A Weekend in Branson","91","About This Event Package","24","What's Included","15","index, follow","","","https://vacationdeals.to/deals/westgate-events-branson-3-night-49.00","","","","","","184074","42737","42737","16.372","","1507","191","7.890","84.417","Easy","5.438","1","1","","2917","1435","0","99.380","76","45","0","1","1","0","","","","","f6a8335b6b4c51a65a84d8b3c57d2db","0.079","","","","","en","1.1","","","","","","https://vacationdeals.to/deals/westgate-events-branson-3-night-49.00","2026-04-21 21:14:57"
"https://vacationdeals.to/deals/westgate-orlando-2-night-59","text/html; charset=utf-8","200","OK","Indexable","","Facebook 3-Day/2-Night Orlando Reso — 2N from $59 | VacationDeals.to","68","639","Book a 2-night vacation deal at Facebook 3-Day/2-Night Orlando Resort Getaway from $59 in Orlando, FL for just $59. Save 85% off the $399 retail price. Compare resort deals at VacationDeals.to.","193","1204","","0","Facebook 3-Day/2-Night Orlando Resort Getaway from $59","54","About This Package","18","What's Included","15","index, follow","","","https://vacationdeals.to/deals/westgate-orlando-2-night-59","","","","","","161707","38825","38825","14.873","","1392","177","7.864","83.075","Easy","5.767","1","1","","2995","1435","0","99.380","76","42","0","1","1","0","","","","","90e78aed894d712c5b2f107441e57f0b","0.088","","","","","en","1.1","","","","","","https://vacationdeals.to/deals/westgate-orlando-2-night-59","2026-04-21 21:14:57"
"https://vacationdeals.to/cancun","text/html; charset=utf-8","200","OK","Indexable","","Cancun Vacation Deals from $327 (9 Deals) | VacationDeals.to","60","551","9 vacation deals in Cancun, Quintana Roo from $327. Compare resort deals from top brands. Book premium resort stays.","116","747","","0","Vacation Deals in Cancun, Quintana Roo","38","About Cancun Vacation Deals","27","Frequently Asked Questions","26","index, follow","","","https://vacationdeals.to/cancun","","","","","","212175","46985","46985","17.999","","1537","210","7.319","85.028","Easy","4.774","1","0","","2251","1444","0","100.000","121","88","0","0","0","0","","","","","a8e4e20bbee78ee1d20730de70e1428a","0.159","","","","","en","1.1","","","","","","https://vacationdeals.to/cancun","2026-04-21 21:14:58"
